KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
2171.01,3.532292,1.34,0.045,1112,4.23,0.9,0.63,0.14,0.41,0.33,0.93,0.4,11.4,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.34,3.53,0.726,1.77,-2.3,-0.08,-0.97,0.29,0.83,0,0.29,0,0,0,0,tran,2012
2172.01,10.440828,2.52,0.091,787,3.52,0.21,-0.91,-0.21,0.25,0.19,0.32,1,11.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,10.44,0.704,1.735,-2.19,0.88,-0.46,0.29,0.57,0.02,0.24,0,0,0,0,tran,2012
2173.01,37.8152619,1.24,0.201,394,4.01,0.37,-1.16,-0.27,0.44,-0.89,0.62,1.5,11.4,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.09,1.09,37.82,0.344,0.886,-1.55,-0.27,-0.65,0.37,0.95,0.33,0.52,0,0,0,0,tran,2012
2173.02,53.5781818,1.22,0.253,351,2.72,0.77,-0.36,1.24,2.77,1.06,2.41,0.6,-99,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.07,1.08,53.58,0.344,0.886,-1.37,-0.28,-0.61,0.4,0.96,0.47,0.62,0,0,0,0,tran,2012
2174.01,6.6931956,1.32,0.058,578,3.21,0.68,-1.53,0.07,0.41,-1.08,0.29,3.7,11.4,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.26,1.3,6.69,0.257,0.675,-1.95,-0.12,-0.7,0.33,0.85,0.06,0.33,0,0,0,0,tran,2012
2174.02,33.137326,1.44,0.169,338,8.12,1.81,1.83,0.83,0.79,0.37,0.51,1.2,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.4,33.14,0.257,0.675,-1.41,-0.02,-0.29,0.41,0.81,0.43,0.58,0,0,0,0,tran,2012
2174.03,7.7250995,0.93,0.064,550,2.17,-99,0.63,1.08,0.95,-0.49,3.07,0.8,-99,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,0.95,0.95,7.73,0.257,0.675,-1.92,-0.33,-0.96,0.32,0.97,0.08,0.35,0,0,0,0,tran,2012
2175.01,26.8462827,1.1,0.157,493,1.13,0.02,0.53,-0.43,0.43,-0.55,0.62,1.3,11.4,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.26,1.3,26.85,0.539,1.354,-1.9,-0.12,-0.62,0.33,0.85,0.11,0.37,0,0,0,0,tran,2012
2177.01,62.8908382,1.9,0.282,348,0.54,0.41,1.85,-0.23,1.85,0.03,1.02,0.1,11.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,62.89,0.498,1.247,-1.54,0.59,0.03,0.38,0.63,0.34,0.46,0,0,0,0,tran,2012
2179.01,14.8717378,1.55,0.096,384,1.03,0.11,-0.16,0.14,0.35,-0.17,0.35,0.7,11.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,14.87,0.202,0.545,-1.64,0.23,-0.22,0.37,0.71,0.24,0.42,0,0,0,0,tran,2012
2179.02,2.732786,1.43,0.031,676,1.46,0.19,1.02,0.86,0.33,0.19,0.19,2.7,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,2.73,0.202,0.545,-2,0.07,-0.68,0.32,0.77,0.03,0.29,0,0,0,0,tran,2012
2180.01,11.5555998,1.75,0.095,697,0.35,0.4,0.68,-0.08,0.3,0.19,0.27,0.8,11.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,11.56,0.595,1.471,-2.14,0.23,-0.58,0.31,0.71,0.03,0.29,0,0,0,0,tran,2012
2181.01,12.288587,3.46,0.103,895,0.08,1.3,0.37,0.35,0.45,-0.56,0.42,1.6,11.3,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.83,12.29,1.11,2.821,-2.18,2.58,-0.59,0.23,0.42,0.01,0.19,0,0,0,0,tran,2012
2182.01,17.1327087,2.31,0.124,580,1.66,0.04,-0.21,0.24,0.18,-0.47,0.18,3,11.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,17.13,0.517,1.3,-1.99,0.79,-0.25,0.32,0.59,0.07,0.28,0,0,0,0,tran,2012
