P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-355.01,,355.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,7.91,,2.35,0.61,1.43,1.83,        524.0750,        524.0751,        524.0751,1219.0,1219.0,1219.0,1274.0,1274.0,1274.0,4.8,-25.87,4.47,4.90,0.06,0.00,0.06,85.4,,KOI-355,,,Cyg,F,1.26,1.21,6197.0,1.950083,,0.720,13.2,593.30,19.7711,49.6963,-33.6,10.6211,1,0,1.031,2.486,-2.33,0.74,-0.71,0.28,0.00,0.60,0.00,0.24,0,0,0,0,tran,2011
KOI-356.01,,356.01,Hot,Neptunian,gas,metals-rich,non-habitable,,26.69,,5.73,0.14,0.81,2.16,        2425.319,        2425.319,        2425.319,1787.9,1787.9,1787.9,,,,3.8,-29.49,10.91,1.83,0.03,0.00,0.03,83.7,,KOI-356,,,Cyg,G,0.91,1.60,5364.0,1.901450,,13.700,13.8,783.05,19.8491,49.6371,-35.2,30.8227,1,0,1.052,2.633,-2.30,4.32,-0.74,0.17,,0.30,0.00,0.14,0,0,0,0,tran,2011
KOI-360.01,,360.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.32,,0.69,0.99,0.68,0.69,        326.6312,        326.6313,        326.6314,1083.1,1083.1,1083.1,1126.6,1126.6,1126.6,0.3,-22.68,1.31,5.94,0.07,0.00,0.07,85.9,,KOI-360,,,Cyg,F,1.13,1.08,6104.0,1.466248,,1.500,13.0,479.62,19.2810,50.6509,-33.0,8.6382,1,0,0.897,2.172,-2.30,-0.41,-1.33,0.27,0.00,0.82,0.01,0.29,0,0,0,0,tran,2011
KOI-361.01,,361.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,3.15,,1.53,0.88,1.34,1.43,        510.1739,        510.1740,        510.1741,1210.8,1210.8,1210.8,1263.5,1263.5,1263.5,2.8,-24.90,2.91,3.25,0.04,0.00,0.04,83.1,,KOI-361,,,Cyg,G,1.03,0.99,5723.0,0.943312,,3.000,13.1,398.89,19.3254,51.2771,-33.5,12.2930,1,0,0.730,1.798,-2.29,0.01,-0.93,0.29,0.00,0.79,0.00,0.28,0,0,0,0,tran,2011
KOI-365.01,,365.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,7.53,,2.29,0.63,1.44,1.81,        4.922460,        4.922461,        4.922462,379.5,379.5,379.5,434.5,434.5,434.5,4.7,-20.72,4.35,81.74,0.35,0.00,0.35,89.4,,KOI-365,,,Cyg,G,0.85,0.87,5451.0,0.599561,,9.600,11.2,132.82,19.8325,49.6235,-28.5,1.3285,1,0,0.589,1.468,-1.55,0.68,0.07,0.37,0.00,0.61,0.34,0.46,0,0,0,0,tran,2011
KOI-366.01,,366.01,Hot,Jovian,gas,metals-rich,non-habitable,,80.08,,10.60,0.07,0.71,2.75,        21.42030,        21.42030,        21.42030,548.1,548.1,548.1,,,,5.4,-25.67,20.25,75.11,0.38,0.00,0.38,89.4,,KOI-366,,,Cyg,F,1.28,1.52,6207.0,3.076833,,2.600,11.7,381.68,19.4443,38.6193,-30.1,2.1374,1,0,1.294,3.121,-2.00,8.30,0.54,0.10,,0.17,0.09,0.13,0,0,0,0,tran,2011
KOI-367.01,,367.01,Hot,Neptunian,gas,metals-rich,non-habitable,,20.78,,4.98,0.17,0.84,2.04,        27.24258,        27.24258,        27.24259,582.0,582.0,582.0,,,,3.5,-24.28,9.47,31.58,0.19,0.00,0.19,90.0,,KOI-367,,,Lyr,G,0.99,1.09,5569.0,1.025302,,8.700,11.1,166.67,18.9648,39.9118,-30.3,2.9946,1,0,0.766,1.900,-2.01,3.67,-0.09,0.19,,0.33,0.07,0.19,0,0,0,0,tran,2011
KOI-368.01,,368.01,Hot,Jovian,gas,metals-rich,non-habitable,,224.96,,18.90,0.03,0.63,3.45,        83.45139,        83.45140,        83.45142,770.0,770.0,770.0,,,,7.5,-28.41,36.53,110.32,0.58,0.00,0.58,89.4,,KOI-368,,,Lyr,A,2.07,2.05,9257.0,27.687173,,0.514,11.4,980.18,19.3903,42.0869,-31.6,1.8967,1,0,3.758,8.778,-2.27,15.05,0.67,0.06,,0.10,0.02,0.06,0,0,0,0,tran,2011
KOI-369.01,,369.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.21,,1.33,0.94,1.25,1.29,        411.6557,        411.6558,        411.6559,1147.6,1147.6,1147.6,1199.0,1199.0,1199.0,2.1,-24.36,2.53,5.89,0.07,0.00,0.07,87.7,,KOI-369,,,Lyr,F,1.17,1.12,6377.0,1.847923,,0.940,12.0,335.99,18.7944,42.7755,-33.3,8.8855,2,0,0.996,2.387,-2.34,-0.13,-0.99,0.28,0.00,0.86,0.00,0.29,0,0,0,0,tran,2011
KOI-369.02,,369.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,1.91,,1.26,0.96,1.21,1.23,        200.5124,        200.5125,        200.5125,958.7,958.7,958.7,1009.6,1009.6,1009.6,1.8,-23.46,2.39,10.10,0.10,0.00,0.10,88.2,,KOI-369,,,Lyr,F,1.17,1.12,6377.0,1.847923,,0.940,12.0,335.99,18.7944,42.7755,-32.5,6.1982,2,0,0.996,2.387,-2.29,-0.18,-0.96,0.29,0.00,0.88,0.01,0.30,0,0,0,0,tran,2011
KOI-370.01,,370.01,Hot,Neptunian,gas,metals-rich,non-habitable,,16.12,,4.32,0.20,0.86,1.93,        67.90508,        67.90508,        67.90509,731.3,731.3,731.3,,,,3.2,-24.97,8.22,42.88,0.26,0.00,0.26,88.2,,KOI-370,,,Cyg,F,1.28,1.98,6022.0,4.625762,,4.210,11.9,516.93,19.4259,44.5291,-31.3,4.0437,2,0,1.598,3.883,-2.17,3.08,-0.35,0.21,,0.38,0.03,0.18,0,0,0,0,tran,2011
KOI-370.02,,370.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,2.65,0.51,1.35,1.89,        156.3602,        156.3602,        156.3603,900.9,900.9,900.9,956.0,956.0,956.0,4.8,-24.81,5.04,22.95,0.17,0.00,0.17,86.5,,KOI-370,,,Cyg,F,1.28,1.98,6022.0,4.625762,,4.210,11.9,516.93,19.4259,44.5291,-32.2,6.1377,2,0,1.598,3.883,-2.25,1.07,-0.51,0.28,0.00,0.55,0.01,0.23,0,0,0,0,tran,2011
KOI-371.01,,371.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,3229.45,,84.00,0.01,0.46,6.20,        2.384681,        2.384681,        2.384681,316.6,316.6,316.6,,,,17.6,-27.79,-,498.39,1.36,0.00,1.36,89.4,,KOI-371,,,Cyg,G,1.37,2.58,5215.0,4.417194,,4.000,12.2,569.59,19.9784,40.8565,-27.7,1.0102,1,0,1.613,4.066,-1.21,99.44,5.01,0.01,,0.02,0.59,0.25,0,0,0,0,tran,2011
KOI-372.01,,372.01,Hot,Jovian,gas,metals-rich,non-habitable,,54.21,,8.52,0.09,0.75,2.52,        4.014556,        4.014556,        4.014556,360.6,360.6,360.6,,,,4.8,-23.36,16.25,125.63,0.50,0.00,0.50,90.0,,KOI-372,,,Cyg,G,1.05,0.97,5872.0,1.003639,,0.910,12.4,297.29,19.9415,41.8668,-28.2,1.0339,1,0,0.749,1.831,-1.46,6.63,0.84,0.13,,0.21,0.40,0.30,0,0,0,0,tran,2011
KOI-373.01,,373.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,8.99,,2.52,0.56,1.42,1.89,        3.332120,        3.332120,        3.332120,344.2,344.2,344.2,399.5,399.5,399.5,5.0,-20.50,4.79,135.19,0.49,0.00,0.49,89.4,,KOI-373,,,Cyg,G,0.85,0.91,5714.0,0.790276,,10.400,12.8,313.13,19.4823,42.9095,-28.0,0.9947,1,0,0.669,1.647,-1.37,0.90,0.24,0.38,0.00,0.57,0.46,0.51,0,0,0,0,tran,2011
KOI-374.01,,374.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,3.05,0.33,1.02,1.76,        4.309784,        4.309785,        4.309786,367.1,367.1,367.1,420.4,420.4,420.4,3.2,-21.20,5.80,172.69,0.59,0.00,0.59,90.0,,KOI-374,,,Cyg,G,0.95,1.21,5833.0,1.520647,,9.800,12.2,336.66,19.3750,44.8740,-28.3,1.0856,1,0,0.923,2.262,-1.49,1.77,0.05,0.30,0.00,0.49,0.38,0.43,0,0,0,0,tran,2011
KOI-375.01,,375.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,,77.40,,10.40,0.07,0.72,2.73,        1.058039,        1.058039,        1.058039,258.4,258.4,258.4,,,,5.3,-22.34,19.86,600.00,1.47,0.00,1.47,90.0,,KOI-375,,,Cyg,G,1.16,1.52,5757.0,2.276994,,5.400,13.3,677.04,19.4134,51.1443,-26.8,0.5522,1,1,1.133,2.786,-0.60,8.14,1.55,0.11,,0.18,0.97,0.42,0,0,1,0,tran,2011
KOI-377.01,Kepler-9 b,377.01,Hot,Jovian,gas,metals-rich,non-habitable,80.08,80.09,,9.44,0.10,0.90,2.91,        50.04817,        50.04818,        50.04818,677.6,677.6,677.6,,,,7.6,-26.34,18.01,19.27,0.14,0.00,0.14,89.4,,KOI-377,,,Lyr,G,1.05,1.01,5777.0,1.023435,,2.700,13.8,573.43,19.0383,38.4009,-31.0,3.7721,3,0,0.759,1.864,-2.12,7.01,0.43,0.12,,0.19,0.04,0.11,0,0,0,1,tran,2011
KOI-377.02,Kepler-9 c,377.02,Hot,Jovian,gas,metals-rich,non-habitable,54.34,54.34,,9.23,0.07,0.64,2.43,        19.51593,        19.51593,        19.51594,535.5,535.5,535.5,,,,3.8,-25.26,17.60,38.91,0.23,0.00,0.23,89.4,,KOI-377,,,Lyr,G,1.05,1.01,5777.0,1.023435,,2.700,13.8,573.43,19.0383,38.4009,-30.0,2.3552,3,0,0.759,1.864,-1.96,7.46,0.30,0.11,,0.20,0.10,0.15,0,0,0,1,tran,2011
KOI-377.03,Kepler-9 d,377.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.99,6.99,,1.65,1.56,2.58,2.06,        1403.889,        1403.889,        1403.889,1559.5,1559.5,1559.5,1618.1,1618.1,1618.1,10.9,-26.17,3.13,1.59,0.03,0.00,0.03,90.0,,KOI-377,,,Lyr,G,1.05,1.01,5777.0,1.023435,,2.700,13.8,573.43,19.0383,38.4009,-34.6,20.0770,3,0,0.759,1.864,-2.32,-0.45,-0.72,0.29,0.00,0.76,0.00,0.27,0,0,0,1,tran,2011
KOI-379.02,,379.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.87,,2.02,0.71,1.44,1.71,        151.0404,        151.0404,        151.0405,893.1,893.1,893.1,947.6,947.6,947.6,4.2,-24.18,3.84,23.14,0.17,0.00,0.17,89.4,,KOI-379,,,Cyg,F,1.33,1.66,6558.0,4.572900,,2.650,13.3,970.97,19.4705,37.7762,-32.2,5.0858,1,0,1.557,3.706,-2.29,0.43,-0.63,0.29,0.00,0.66,0.01,0.26,0,0,0,0,tran,2011
KOI-384.01,,384.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,4.88,,1.85,0.77,1.42,1.62,        513.6362,        513.6362,        513.6364,1212.9,1212.9,1212.9,1266.9,1266.9,1266.9,3.8,-25.32,3.52,5.08,0.06,0.00,0.06,86.5,,KOI-384,,,Cyg,F,1.04,1.21,6074.0,1.787968,,5.500,13.3,596.66,19.6100,38.4583,-33.5,10.9459,1,0,0.992,2.404,-2.32,0.28,-0.83,0.29,0.00,0.70,0.00,0.26,0,0,0,0,tran,2011
KOI-385.01,,385.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.11,,2.06,0.70,1.44,1.72,        74.26202,        74.26202,        74.26204,747.9,747.9,747.9,802.5,802.5,802.5,4.3,-23.45,3.92,13.14,0.10,0.00,0.10,84.2,,KOI-385,,,Cyg,G,0.89,0.95,5639.0,0.818739,,9.200,13.4,433.28,19.4810,38.5486,-31.4,4.8230,1,0,0.683,1.687,-2.15,0.47,-0.51,0.31,0.00,0.65,0.03,0.27,0,0,0,0,tran,2011
KOI-386.01,,386.01,Hot,Neptunian,gas,metals-rich,non-habitable,,10.51,,3.40,0.27,0.91,1.76,        41.89783,        41.89784,        41.89785,648.2,648.2,648.2,,,,2.8,-23.92,6.46,31.16,0.20,0.00,0.20,90.0,,KOI-386,,,Cyg,F,1.10,1.12,6212.0,1.675914,,2.700,13.8,745.66,19.6074,38.7102,-30.8,2.9847,2,0,0.955,2.302,-2.12,2.23,-0.39,0.24,,0.45,0.05,0.22,0,0,0,0,tran,2011
KOI-386.02,,386.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,3.10,0.32,0.99,1.75,        12.64879,        12.64879,        12.64879,480.5,480.5,480.5,533.6,533.6,533.6,3.0,-22.41,5.89,76.73,0.36,0.00,0.36,89.4,,KOI-386,,,Cyg,F,1.10,1.12,6212.0,1.675914,,2.700,13.8,745.66,19.6074,38.7102,-29.5,1.6398,2,0,0.955,2.302,-1.88,1.85,-0.19,0.27,0.00,0.49,0.15,0.30,0,0,0,0,tran,2011
KOI-387.01,,387.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.85,,2.18,0.66,1.44,1.77,        14.32640,        14.32640,        14.32641,495.7,495.7,495.7,550.5,550.5,550.5,4.5,-21.78,4.14,13.90,0.10,0.00,0.10,88.2,,KOI-387,,,Lyr,K,0.65,0.60,4528.0,0.137591,,10.200,13.6,189.57,19.1479,38.8625,-29.6,3.2850,1,0,0.292,0.760,-1.83,0.58,-0.19,0.34,0.00,0.63,0.13,0.33,0,0,0,0,tran,2011
KOI-388.01,,388.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,3.01,0.35,1.05,1.78,        513.8279,        513.8279,        513.8280,1213.0,1213.0,1213.0,1266.4,1266.4,1266.4,3.3,-26.39,5.72,6.15,0.07,0.00,0.07,87.1,,KOI-388,,,Lyr,G,1.10,1.58,5707.0,2.375940,,7.700,13.6,812.30,18.9805,38.9368,-33.5,12.4067,1,0,1.160,2.858,-2.29,1.70,-0.74,0.25,0.00,0.50,0.00,0.21,0,0,0,0,tran,2011
KOI-392.01,,392.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,7.40,,2.27,0.63,1.44,1.81,        37.95177,        37.95178,        37.95179,632.3,632.3,632.3,687.3,687.3,687.3,4.7,-22.93,4.31,33.42,0.20,0.00,0.20,87.7,,KOI-392,,,Lyr,G,0.96,1.19,5894.0,1.533290,,8.300,14.0,752.17,19.1984,39.0872,-30.7,3.1555,2,0,0.925,2.260,-2.08,0.66,-0.34,0.31,0.00,0.61,0.05,0.28,0,0,0,0,tran,2011
KOI-392.02,,392.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,2.21,,1.33,0.94,1.25,1.29,        139.0739,        139.0739,        139.0740,874.9,874.9,874.9,926.4,926.4,926.4,2.1,-23.18,2.53,12.61,0.10,0.00,0.10,85.4,,KOI-392,,,Lyr,G,0.96,1.19,5894.0,1.533290,,8.300,14.0,752.17,19.1984,39.0872,-32.1,6.0425,2,0,0.925,2.260,-2.23,-0.13,-0.89,0.29,0.00,0.86,0.01,0.30,0,0,0,0,tran,2011
KOI-393.01,,393.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,5.57,,1.97,0.73,1.44,1.68,        60.80652,        60.80654,        60.80655,711.4,711.4,711.4,765.8,765.8,765.8,4.1,-23.13,3.74,21.42,0.16,0.00,0.16,87.1,,KOI-393,,,Cyg,F,1.14,1.04,6269.0,1.498820,,0.200,13.5,615.71,19.6019,39.0518,-31.2,3.5307,1,0,0.901,2.167,-2.17,0.38,-0.51,0.31,0.00,0.67,0.03,0.28,0,0,0,0,tran,2011
KOI-398.01,,398.01,Hot,Jovian,gas,metals-rich,non-habitable,,49.53,,8.10,0.09,0.75,2.47,        6.322138,        6.322138,        6.322139,404.0,404.0,404.0,,,,4.6,-23.75,15.44,51.85,0.25,0.00,0.25,89.4,,KOI-398,,,Cyg,G,0.79,0.78,5187.0,0.395134,,11.200,15.3,721.36,19.3191,46.8588,-28.7,1.6628,3,0,0.483,1.219,-1.63,6.28,0.65,0.13,,0.22,0.27,0.25,0,0,0,0,tran,2011
KOI-398.02,,398.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,3.10,0.32,0.99,1.75,        178.8744,        178.8744,        178.8745,931.7,931.7,931.7,984.8,984.8,984.8,3.0,-25.30,5.89,4.18,0.05,0.00,0.05,90.0,,KOI-398,,,Cyg,G,0.79,0.78,5187.0,0.395134,,11.200,15.3,721.36,19.3191,46.8588,-32.4,8.8529,3,0,0.483,1.219,-2.18,1.85,-0.62,0.25,0.00,0.49,0.01,0.21,0,0,0,0,tran,2011
KOI-398.03,,398.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,,3.77,,1.65,0.84,1.38,1.51,        584.5171,        584.5172,        584.5173,1252.7,1252.7,1252.7,1306.0,1306.0,1306.0,3.2,-25.22,3.14,1.73,0.03,0.00,0.03,88.2,,KOI-398,,,Cyg,G,0.79,0.78,5187.0,0.395134,,11.200,15.3,721.36,19.3191,46.8588,-33.7,16.0398,3,0,0.483,1.219,-2.24,0.11,-0.90,0.29,0.00,0.75,0.00,0.27,0,0,0,0,tran,2011
KOI-401.01,,401.01,Hot,Jovian,gas,metals-rich,non-habitable,,40.53,,7.24,0.11,0.77,2.37,        57.18607,        57.18607,        57.18608,700.6,700.6,700.6,,,,4.3,-25.91,13.79,29.20,0.18,0.00,0.18,89.4,,KOI-401,,,Lyr,G,0.91,1.58,5363.0,1.852829,,14.000,14.0,844.85,19.0569,38.3841,-31.1,4.6791,3,0,1.039,2.600,-2.10,5.58,-0.00,0.14,,0.24,0.03,0.13,0,0,0,0,tran,2011
KOI-401.02,,401.02,Hot,Jovian,gas,metals-rich,non-habitable,,41.14,,7.30,0.11,0.77,2.37,        5.929412,        5.929412,        5.929413,397.6,397.6,397.6,,,,4.3,-23.45,13.91,160.02,0.56,0.00,0.56,89.4,,KOI-401,,,Lyr,G,0.91,1.58,5363.0,1.852829,,14.000,14.0,844.85,19.0569,38.3841,-28.7,1.5063,3,0,1.039,2.600,-1.61,5.63,0.57,0.15,,0.24,0.29,0.26,0,0,0,0,tran,2011
KOI-401.03,,401.03,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,2.70,0.48,1.30,1.88,        24.50021,        24.50022,        24.50022,566.8,566.8,566.8,621.7,621.7,621.7,4.6,-22.83,5.13,55.33,0.28,0.00,0.28,90.0,,KOI-401,,,Lyr,G,0.91,1.58,5363.0,1.852829,,14.000,14.0,844.85,19.0569,38.3841,-30.2,3.0622,3,0,1.039,2.600,-1.98,1.16,-0.21,0.30,0.00,0.54,0.08,0.27,0,0,0,0,tran,2011
KOI-403.01,,403.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,936.44,,42.00,0.01,0.53,4.72,        44.32418,        44.32418,        44.32419,657.4,657.4,657.4,,,,11.8,-29.47,88.30,21.06,0.15,0.00,0.15,87.7,,KOI-403,,,Lyr,G,0.95,0.97,5784.0,0.944814,,6.300,14.2,651.59,19.1253,39.3784,-30.9,3.5412,1,0,0.729,1.790,-2.10,37.18,1.83,0.03,,0.05,0.04,0.05,0,0,0,0,tran,2011
KOI-408.01,,408.01,Hot,Neptunian,gas,metals-rich,non-habitable,,12.22,,3.70,0.24,0.89,1.82,        174.8265,        174.8266,        174.8266,926.4,926.4,926.4,,,,2.9,-25.66,7.04,7.38,0.07,0.00,0.07,88.2,,KOI-408,,,Lyr,G,0.97,0.94,5855.0,0.931651,,3.500,15.0,940.47,19.2156,40.5209,-32.4,6.8663,4,0,0.722,1.767,-2.24,2.52,-0.58,0.23,,0.43,0.01,0.19,0,0,0,0,tran,2011
KOI-408.02,,408.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,2.90,0.39,1.13,1.81,        84.50346,        84.50346,        84.50349,772.4,772.4,772.4,826.4,826.4,826.4,3.7,-24.34,5.51,12.56,0.10,0.00,0.10,88.8,,KOI-408,,,Lyr,G,0.97,0.94,5855.0,0.931651,,3.500,15.0,940.47,19.2156,40.5209,-31.6,4.7722,4,0,0.722,1.767,-2.18,1.51,-0.47,0.27,0.00,0.51,0.02,0.23,0,0,0,0,tran,2011
KOI-408.03,,408.03,Hot,Neptunian,rocky-water,metals-rich,non-habitable,,9.50,,2.60,0.54,1.41,1.91,        25.53797,        25.53797,        25.53798,572.7,572.7,572.7,628.1,628.1,628.1,5.1,-22.79,4.94,30.83,0.19,0.00,0.19,89.4,,KOI-408,,,Lyr,G,0.97,0.94,5855.0,0.931651,,3.500,15.0,940.47,19.2156,40.5209,-30.3,2.6230,4,0,0.722,1.767,-2.02,0.98,-0.19,0.31,0.00,0.56,0.08,0.27,0,0,0,0,tran,2011
KOI-408.04,,408.04,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,,2.08,,1.30,0.95,1.23,1.27,        481.2245,        481.2246,        481.2247,1193.3,1193.3,1193.3,1244.5,1244.5,1244.5,2.0,-24.48,2.47,3.43,0.04,0.00,0.04,87.1,,KOI-408,,,Lyr,G,0.97,0.94,5855.0,0.931651,,3.500,15.0,940.47,19.2156,40.5209,-33.5,11.4038,4,0,0.722,1.767,-2.30,-0.15,-1.02,0.28,0.00,0.87,0.00,0.29,0,0,0,0,tran,2011
KOI-409.01,,409.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,,7.22,,2.24,0.64,1.44,1.79,        72.48196,        72.48197,        72.48199,743.4,743.4,743.4,798.3,798.3,798.3,4.6,-23.61,4.26,13.25,0.11,0.00,0.11,90.0,,KOI-409,,,Lyr,G,1.00,0.90,5894.0,0.877032,,0.400,14.2,622.34,19.3711,40.6920,-31.4,4.3613,1,0,0.699,1.709,-2.17,0.63,-0.46,0.30,0.00,0.62,0.03,0.26,0,0,0,0,tran,2011
KOI-410.01,,410.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,1059.24,,45.00,0.01,0.52,4.85,        310.8669,        310.8669,        310.8669,1069.8,1069.8,1069.8,,,,12.3,-31.74,96.54,7.22,0.08,0.00,0.08,83.7,,KOI-410,,,Cyg,F,1.12,1.13,6292.0,1.795567,,2.000,14.5,1023.59,19.4832,40.6960,-33.0,7.9299,1,0,0.985,2.368,-2.32,40.56,1.14,0.02,,0.04,0.01,0.02,0,0,0,0,tran,2011
KOI-412.01,,412.01,Hot,Jovian,gas,metals-rich,non-habitable,,34.36,,6.60,0.12,0.79,2.28,        561.5978,        561.5978,        561.5980,1240.2,1240.2,1240.2,,,,4.1,-28.20,12.57,4.15,0.05,0.00,0.05,87.1,,KOI-412,,,Lyr,G,0.94,1.16,5781.0,1.348397,,10.200,14.3,822.04,18.8838,40.9905,-33.6,12.6416,1,0,0.871,2.139,-2.30,5.05,-0.48,0.15,,0.26,0.00,0.12,0,0,0,0,tran,2011
KOI-413.01,,413.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,2.80,0.43,1.21,1.84,        39.63934,        39.63934,        39.63934,639.3,639.3,639.3,693.7,693.7,693.7,4.1,-23.43,5.32,15.23,0.11,0.00,0.11,88.8,,KOI-413,,,Cyg,G,0.87,0.81,5439.0,0.515153,,4.600,14.8,633.42,19.4775,41.0232,-30.7,3.7872,2,0,0.546,1.362,-2.06,1.33,-0.32,0.29,0.00,0.53,0.05,0.25,0,0,0,0,tran,2011
KOI-413.02,,413.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,,6.97,,2.20,0.65,1.44,1.78,        20.63582,        20.63583,        20.63583,543.0,543.0,543.0,597.8,597.8,597.8,4.6,-22.20,4.18,24.67,0.16,0.00,0.16,89.4,,KOI-413,,,Cyg,G,0.87,0.81,5439.0,0.515153,,4.600,14.8,633.42,19.4775,41.0232,-30.0,2.7323,2,0,0.546,1.362,-1.95,0.60,-0.25,0.33,0.00,0.62,0.09,0.31,0,0,0,0,tran,2011
KOI-415.01,,415.01,Hot,Jovian,gas,metals-rich,non-habitable,,47.37,,7.90,0.10,0.76,2.45,        4.204406,        4.204406,        4.204406,364.8,364.8,364.8,,,,4.6,-23.25,15.06,166.79,0.60,0.00,0.60,90.0,,KOI-415,,,Cyg,F,1.03,1.11,6083.0,1.513586,,4.400,14.1,802.71,19.5537,41.6064,-28.3,0.9859,1,0,0.912,2.210,-1.48,6.12,0.75,0.14,,0.22,0.38,0.30,0,0,0,0,tran,2011
KOI-416.01,,416.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,2.90,0.39,1.13,1.81,        22.50269,        22.50269,        22.50269,554.9,554.9,554.9,608.8,608.8,608.8,3.7,-22.89,5.51,18.21,0.13,0.00,0.13,89.4,,KOI-416,,,Lyr,G,0.83,0.73,5249.0,0.362946,,0.800,14.3,426.88,19.1244,41.9891,-30.1,3.0636,2,0,0.462,1.162,-1.96,1.51,-0.24,0.29,0.00,0.51,0.09,0.27,0,0,0,0,tran,2011
KOI-416.02,,416.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,,9.50,,2.80,0.43,1.21,1.84,        2.724307,        2.724308,        2.724308,327.3,327.3,327.3,381.7,381.7,381.7,4.1,-20.51,5.32,88.25,0.36,0.00,0.36,89.4,,KOI-416,,,Lyr,G,0.83,0.73,5249.0,0.362946,,0.800,14.3,426.88,19.1244,41.9891,-27.8,1.0658,2,0,0.462,1.162,-1.28,1.33,0.24,0.35,0.00,0.53,0.54,0.53,0,0,0,0,tran,2011
KOI-417.01,,417.01,Hot,Jovian,gas,metals-rich,non-habitable,,99.94,,12.00,0.06,0.69,2.89,        43.04929,        43.04930,        43.04931,652.6,652.6,652.6,,,,5.8,-26.70,22.96,19.19,0.14,0.00,0.14,88.2,,KOI-417,,,Cyg,G,1.00,0.89,5870.0,0.843766,,0.400,14.8,840.16,19.7500,42.3355,-30.8,3.3883,1,0,0.687,1.680,-2.10,9.42,0.45,0.09,,0.15,0.05,0.10,0,0,0,0,tran,2011
KOI-419.01,,419.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,608.72,,33.00,0.02,0.56,4.29,        46.86594,        46.86595,        46.86596,666.6,666.6,666.6,,,,10.3,-29.00,66.36,20.13,0.15,0.00,0.15,87.1,,KOI-419,,,Lyr,G,1.02,0.93,5990.0,0.998995,,0.500,14.5,786.59,19.0594,44.1817,-30.9,3.3951,1,0,0.744,1.809,-2.12,27.79,1.49,0.03,,0.06,0.04,0.05,0,0,0,0,tran,2011
