KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year,S. Name,S. Constellation
138.01,6.1103,6547,245,73.7648,0.0019,48.93807,0.00058,37,11,0.09401,0.00057,0.82,0.25,16.6,0.282,716,-,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.6,3.75,48.94,1.862,4.364,-2.25,18.81,0.91,0.05,0.08,0.03,0.05,0,0,0,0,tran,2011,KOI-138,Cyg
139.01,10.7262,3268,102,75.0881,0.0028,224.7937,0.0032,126,22,0.0576,0.0022,0.67,0.37,5.7,0.741,288,0.000019,2,1,,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.38,224.8,0.917,2.235,-1.23,5.66,0.83,0.15,0.24,0.56,0.38,0,0,0,0,tran,2011,KOI-139,Cyg
139.02,2.6756,107,13,74.354,0.0066,3.3418,0.00012,7,36,0.012,0.011,0.7,2,1.2,0.045,1169,0.000044,2,1,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,3.34,0.917,2.235,-2.32,-0.02,-0.98,0.28,0.8,0,0.28,0,0,0,0,tran,2011,KOI-139,Cyg
141.01,1.4408,2232,167,65.30523,0.00055,2.624219,0.000011,10.7,8.4,0.0489,0.0077,0.73,0.72,4.3,0.037,1090,0.000015,2,1_2,,Hot,Neptunian,gas,metals-rich,non-habitable,0.82,2.11,2.62,0.626,1.562,-2.26,4.06,-0.55,0.18,0.31,0,0.14,0,0,0,0,tran,2011,KOI-141,Cyg
142.01,3.7354,1095,105,66.0242,0.0013,10.914785,0.000076,23,6.9,0.03073,0.0003,-,-,2.5,0.095,661,0.000029,2,1_3,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.89,10.92,0.713,1.762,-2.17,2.87,-0.43,0.22,0.39,0.02,0.19,0,0,0,1,tran,2011,KOI-142,Lyr
144.01,3.7045,1287,166,66.08938,0.00084,4.176263,0.00002,7.9,4.7,0.0345,0.0047,0.53,0.78,6.6,0.053,1198,0.000075,2,1,1,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.03,1.77,4.18,0.453,1.157,-2.15,1.73,-0.58,0.26,0.5,0.01,0.22,0,0,0,0,tran,2011,KOI-144,Cyg
148.01,2.6944,417,54,57.0628,0.0021,4.777978,0.000053,9,16,0.0218,0.0076,0.8,1,2.1,0.054,908,0.00015,2,1_2_3,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,4.78,0.55,1.389,-2.19,0.43,-0.65,0.3,0.66,0.01,0.26,0,0,0,1,tran,2011,KOI-148,Cyg
148.02,3.2778,885,107,58.3427,0.0013,9.67374,0.000068,16,16,0.0305,0.006,0.72,0.82,3,0.087,716,0.00011,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.74,9.67,0.55,1.389,-2.11,2.22,-0.49,0.24,0.46,0.03,0.21,0,0,0,1,tran,2011,KOI-148,Cyg
148.03,5.6283,478,37,79.0652,0.0037,42.89554,0.0007,53,16,0.02093,0.00041,0.216,0.065,2,0.235,435,0.00013,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.83,42.9,0.55,1.389,-1.76,0.74,-0.06,0.34,0.6,0.19,0.36,0,0,0,0,tran,2011,KOI-148,Cyg
149.01,7.8599,886,114,78.0897,0.0017,14.55792,0.00015,14.722,0.083,0.02799,0.00016,0.0005,-,4.1,0.122,890,0.000029,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.82,2.13,14.56,1.288,3.182,-2.23,4.13,-0.4,0.18,0.31,0.01,0.15,0,0,0,0,tran,2011,KOI-149,Lyr
150.01,3.5591,721,75,67.0052,0.0016,8.408848,0.000076,18.63,0.21,0.02552,0.00024,0.006,-,3.4,0.083,939,0.000067,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,8.41,0.875,2.144,-2.25,2.33,-0.63,0.23,0.44,0.01,0.2,0,0,0,0,tran,2011,KOI-150,Cyg
150.02,5.0711,733,53,76.8337,0.003,28.57378,0.0005,33,55,0.0276,0.0081,0.7,1.1,3.7,0.187,625,0.000065,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.82,28.57,0.875,2.144,-2.09,2.52,-0.35,0.23,0.43,0.05,0.21,0,0,0,0,tran,2011,KOI-150,Cyg
151.01,2.6612,1200,58,65.8279,0.0017,13.44739,0.00013,22.5,6.8,0.03831,0.00062,0.74,0.22,4.6,0.114,823,0.000059,3,2,1,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.2,13.45,0.941,2.262,-2.25,4.55,-0.27,0.16,0.29,0.02,0.14,0,0,0,0,tran,2011,KOI-151,Cyg
152.01,8.5892,2624,118,91.7438,0.0019,52.09119,0.00063,48.52,0.27,0.04816,0.00026,0.0002,-,4.9,0.282,497,0.000056,2,,,Hot,Jovian,gas,metals-rich,non-habitable,1.27,2.96,52.09,0.99,2.369,-2.02,4.55,0.7,0.17,0.25,0.09,0.17,0,0,0,1,tran,2011,KOI-152,Cyg
152.02,6.7876,694,39,66.6192,0.0059,27.40415,0.00089,31.74,0.67,0.02485,0.00051,0.024,0.032,2.5,0.184,616,0.000091,2,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,2.13,27.4,0.99,2.369,-2.16,1.84,-0.15,0.26,0.44,0.04,0.21,0,0,0,1,tran,2011,KOI-152,Cyg
152.03,5.0646,586,40,69.6257,0.005,13.484,0.00039,18,66,0.024,0.015,0.5,1.9,2.4,0.114,782,0.000094,2,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.46,2.19,13.48,0.99,2.369,-2.27,1.54,-0.29,0.27,0.47,0.01,0.21,0,0,0,1,tran,2011,KOI-152,Cyg
153.01,2.7092,912,57,72.7136,0.0017,8.925031,0.000085,19,34,0.03,0.012,0.7,1.1,3.2,0.08,708,0.000018,2,1_2,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,8.93,0.359,0.927,-2,0.85,-0.28,0.31,0.58,0.05,0.27,0,0,0,0,tran,2011,KOI-153,Cyg
153.02,2.5456,734,67,61.5475,0.0015,4.753978,0.000039,8,12,0.0295,0.0086,0.83,0.8,3.1,0.053,870,0.00002,2,1_2,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.73,4.75,0.359,0.927,-2.09,0.48,-0.53,0.31,0.65,0.02,0.27,0,0,0,0,tran,2011,KOI-153,Cyg
155.01,4.5785,675,84,70.4159,0.0017,5.660629,0.000057,9.64,0.09,0.02428,0.0002,0.0011,-,3.8,0.065,1164,0.000029,2,1,1,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.83,5.66,0.959,2.361,-2.28,2.55,-0.7,0.22,0.42,0,0.19,0,0,0,0,tran,2011,KOI-155,Cyg
156.01,2.4887,510,35,76.0363,0.0028,8.04144,0.00013,18,46,0.023,0.013,0.7,1.4,1.9,0.071,642,0.000024,2,1,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.27,1.31,8.04,0.205,0.548,-1.82,-0.11,-0.6,0.34,0.85,0.12,0.37,0,0,0,0,tran,2011,KOI-156,Cyg
156.02,2.4671,304,26,78.3602,0.0039,5.18856,0.00012,10,36,0.02,0.014,0.8,1.3,1.6,0.053,743,0.000028,2,1,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.15,1.17,5.19,0.205,0.548,-1.92,-0.22,-0.8,0.32,0.92,0.07,0.34,0,0,0,0,tran,2011,KOI-156,Cyg
156.03,2.8987,1311,96,75.7045,0.001,11.776179,0.000054,32.64,0.37,0.03337,0.00028,0.027,0.027,2.8,0.091,567,0.000019,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.66,11.78,0.205,0.548,-1.71,0.38,-0.21,0.36,0.68,0.19,0.38,0,0,0,0,tran,2011,KOI-156,Cyg
157.01,4.6051,697,83,71.1768,0.002,13.02495,0.000093,15,11,0.0278,0.0038,0.76,0.69,3,0.111,751,0.00015,1,1,1,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.35,2.07,13.02,0.773,1.906,-2.17,1.51,-0.3,0.27,0.48,0.02,0.22,0,0,0,1,tran,2011,KOI-157,Cyg
157.02,5.5677,898,80,81.4549,0.002,22.68696,0.00015,17.8,5,0.0322,0.0015,0.84,0.34,3.5,0.16,625,0.00014,1,1,1,Hot,Neptunian,gas,metals-rich,non-habitable,0.52,1.33,22.69,0.773,1.906,-2.09,3.17,-0.72,0.21,0.45,0.05,0.22,0,0,0,1,tran,2011,KOI-157,Cyg
157.03,4.3105,1246,86,87.1604,0.0015,31.99541,0.00018,33.5,9.7,0.0387,0.002,0.84,0.35,4.2,0.201,558,0.00011,1,1,1,Hot,Neptunian,gas,metals-rich,non-habitable,0.41,1.36,32,0.773,1.906,-2.02,4.6,-0.64,0.16,0.36,0.07,0.2,0,0,0,1,tran,2011,KOI-157,Cyg
157.04,6.3817,483,36,158.0328,0.0034,46.68872,0.00081,57.4,1.1,0.02041,0.00036,0.014,0.025,2.2,0.259,491,0.00017,1,1,1,Hot,Neptunian,gas,metals-rich,non-habitable,0.34,0.94,46.69,0.773,1.906,-1.92,3.12,-0.93,0.21,0.55,0.11,0.3,0,0,0,1,tran,2011,KOI-157,Cyg
157.05,9.7575,1031,54,220.288,0.004,118.3772,0.0031,95.9,1.2,0.02976,0.00034,0.03,0.032,3.2,0.481,361,0.00013,1,1,1,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.81,118.38,0.773,1.906,-1.54,2.49,0.07,0.25,0.43,0.35,0.39,0,0,0,1,tran,2011,KOI-157,Cyg
157.06,4.1041,274,36,71.5062,0.0038,10.3039,0.00013,18.2,5.5,0.01559,0.00033,0.128,0.038,1.7,0.095,811,0.00002,1,,1,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.1,1.48,10.3,0.773,1.906,-2.2,0.68,-0.75,0.29,0.67,0.02,0.27,0,0,0,1,tran,2011,KOI-157,Cyg
159.01,4.1073,439,46,69.7359,0.0033,8.99093,0.00017,8.9,9.1,0.0235,0.0038,0.86,0.62,3.1,0.087,963,0.00011,2,1,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,8.99,0.974,2.361,-2.28,1.33,-0.6,0.27,0.53,0.01,0.22,0,0,0,0,tran,2011,KOI-159,Cyg
161.01,1.9363,827,137,66.21002,0.00063,3.105501,0.000011,11,12,0.0293,0.0068,0.69,0.91,5.3,0.043,1306,0.000025,2,1,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.32,1.88,3.11,0.448,1.146,-2.17,1.12,-0.57,0.28,0.54,0.01,0.23,0,0,0,0,tran,2011,KOI-161,Lyr
162.01,4.6255,650,62,75.2079,0.0024,14.00656,0.00019,23.73,0.3,0.02379,0.00026,0.0008,-,2.6,0.116,733,0.000072,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,14.01,0.729,1.787,-2.17,0.92,-0.39,0.3,0.56,0.03,0.25,0,0,0,0,tran,2011,KOI-162,Cyg
165.01,2.7694,844,50,72.5644,0.002,13.22216,0.00016,29,69,0.028,0.014,0.7,1.4,1.9,0.104,541,0.000038,2,1,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.27,1.86,13.22,0.51,1.285,-2.05,1.23,-0.32,0.29,0.53,0.05,0.25,0,0,0,0,tran,2011,KOI-165,Cyg
166.01,2.4622,649,45,71.4619,0.002,12.49334,0.00015,34,84,0.026,0.013,0.7,1.4,3.7,0.107,796,0.000059,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,12.49,0.603,1.507,-2.12,0.88,-0.38,0.3,0.57,0.03,0.25,0,0,0,0,tran,2011,KOI-166,Lyr
167.01,4.2389,382,70,67.602,0.002,4.919592,0.000055,8,13,0.0195,0.0055,0.6,1.3,1.8,0.058,1072,0.00003,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,4.92,1.048,2.502,-2.36,0.84,-0.71,0.28,0.58,0,0.24,0,0,0,0,tran,2011,KOI-167,Cyg
168.01,6.129,330,42,66.2761,0.0041,10.74356,0.00025,12,22,0.018,0.006,0.5,1.4,3.7,0.102,1112,0.000032,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.92,1.73,10.74,1.563,3.778,-2.32,2.09,-0.75,0.24,0.47,0,0.2,0,0,0,1,tran,2011,KOI-168,Cyg
168.02,5.7377,74,13,70.389,0.011,5.0918,0.00025,6.93,0.29,0.00908,0.00035,0.029,0.01,1.9,0.062,1427,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.2,1.84,15.27,1.563,3.778,-2.3,1.35,-0.62,0.27,0.52,0.01,0.22,0,0,0,0,tran,2011,KOI-168,Cyg
168.03,4.7708,90,13,71.317,0.011,7.10664,0.00032,11.4,0.53,0.00978,0.00042,0.015,0.01,2,0.077,1280,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,7.11,1.563,3.778,-2.34,0.33,-0.86,0.28,0.69,0,0.26,0,0,0,1,tran,2011,KOI-168,Cyg
171.01,3.6443,450,62,70.1549,0.002,5.968839,0.000069,12.89,0.17,0.02039,0.00022,0.0172,-,2.5,0.067,1125,0.000076,2,1,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.27,1.86,5.97,1.061,2.53,-2.35,1.23,-0.68,0.27,0.53,0,0.22,0,0,0,0,tran,2011,KOI-171,Cyg
172.01,4.9815,540,46,70.8361,0.0034,13.72288,0.00026,21.44,0.35,0.02184,0.00031,0.0102,-,1.6,0.112,598,0.00004,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,13.72,0.698,1.705,-2.16,0.61,-0.46,0.3,0.62,0.03,0.26,0,0,0,0,tran,2011,KOI-172,Cyg
173.01,4.4592,388,44,71.9655,0.0033,10.06092,0.00019,17.75,0.31,0.01863,0.00028,0,0.025,1.9,0.093,808,0.000028,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,10.06,0.866,2.134,-2.22,0.86,-0.52,0.29,0.57,0.01,0.24,0,0,0,0,tran,2011,KOI-173,Cyg
174.01,3.3658,977,27,77.8417,0.0054,56.3509,0.0025,142.2,5.3,0.02897,0.00083,0.027,0.05,2.5,0.267,355,0.000043,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.67,56.35,0.333,0.858,-1.31,0.36,0.04,0.42,0.68,0.52,0.59,0,0,0,0,tran,2011,KOI-174,Cyg
176.01,6.5324,366,36,67.5141,0.0049,30.2303,0.0008,24,41,0.0202,0.0056,0.8,1,2.2,0.197,630,0.000054,2,1,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,30.23,1.11,2.641,-2.18,0.98,-0.33,0.29,0.56,0.04,0.25,0,0,0,0,tran,2011,KOI-176,Cyg
177.01,4.8343,259,26,76.6066,0.0059,21.05996,0.00071,28,86,0.0162,0.0092,0.6,1.7,1.9,0.153,664,0.00017,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.62,21.06,0.791,1.943,-2.11,0.27,-0.53,0.31,0.7,0.04,0.29,0,0,0,0,tran,2011,KOI-177,Cyg
179.01,10.2799,896,94,75.8002,0.0027,20.74007,0.00033,15.93,0.1,0.02832,0.00019,0.0005,-,3.3,0.152,681,-,2,,1,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.82,20.74,0.854,2.07,-2.16,2.52,-0.41,0.23,0.43,0.03,0.2,0,0,0,0,tran,2011,KOI-179,Cyg
180.01,3.2069,577,20,62.0919,0.0038,10.0456,0.0002,25.5,1.4,0.02066,0.00093,0.028,0.062,1.8,0.092,731,0.000016,2,1_2_3,1,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,10.05,0.67,1.652,-2.18,0.91,-0.43,0.29,0.57,0.02,0.24,0,0,0,0,tran,2011,KOI-180,Lyr
183.01,2.6997,16999,1464,66.35411,0.0001,2.684327,0.0000015,8.581648,0.000005,0.122,0.019,0.0072,-,9.9,0.038,1113,0.000015,2,1,,Hot,Jovian,gas,metals-rich,non-habitable,0.69,2.92,2.68,0.741,1.803,-2.32,9.75,-0.16,0.09,0.15,0,0.07,0,0,0,0,tran,2011,KOI-183,Cyg
186.01,3.0609,16081,1071,66.66821,0.00012,3.2432615,0.0000021,9.1033,0.0094,0.11805,0.00009,-,-,11.5,0.044,1156,0.000016,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.69,2.91,3.24,0.798,1.934,-2.33,9.66,-0.14,0.09,0.15,0,0.07,0,0,0,0,tran,2011,KOI-186,Cyg
187.01,5.3569,23230,739,84.52867,0.00025,30.88252,0.000048,50.291303,0.000079,0.142,0.013,0.0007,-,11.6,0.194,499,0.000012,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.67,3.08,30.88,0.729,1.776,-2.02,11.19,0.76,0.08,0.13,0.08,0.1,0,0,0,0,tran,2011,KOI-187,Lyr
188.01,2.2281,13737,1052,66.5079,0.00009,3.7970199,0.0000018,14.451,0.017,0.10841,0.00009,0.0004,-,8,0.046,859,0.000021,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.5,3.8,0.434,1.098,-2.18,6.45,-0.13,0.13,0.22,0.01,0.11,0,0,0,0,tran,2011,KOI-188,Lyr
189.01,6.0251,20886,778,81.09127,0.00024,30.360407,0.000057,42.5,1.1,0.13323,0.00083,0.29,0.18,12.6,0.181,461,0.000006,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.72,2.67,30.36,0.391,1.001,-1.73,7.72,0.74,0.11,0.18,0.2,0.19,0,0,0,0,tran,2011,KOI-189,Dra
190.01,4.4351,10616,431,72.30197,0.00032,12.265011,0.000024,15.27,0.32,0.11222,0.0006,0.814,0.1,16.3,0.107,843,0.00001,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.64,3.32,12.26,0.987,2.452,-2.21,13.64,0.4,0.07,0.11,0.01,0.06,0,0,0,0,tran,2011,KOI-190,Lyr
191.01,4.1332,14205,523,65.38412,0.00025,15.358776,0.000016,28.4,1.3,0.115,0.0011,0.49,0.22,11.6,0.122,666,0.000046,2,,1,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.79,15.36,0.644,1.587,-2.12,8.62,0.33,0.1,0.17,0.04,0.1,0,0,0,0,tran,2011,KOI-191,Cyg
191.02,2.1206,626,41,65.5052,0.0019,2.418402,0.00002,8.45,0.5,0.028,0.0013,0.0176,-,2.8,0.036,1226,0.00013,3,,1,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,2.42,0.644,1.587,-2.29,0.69,-0.75,0.28,0.61,0,0.24,0,0,0,0,tran,2011,KOI-191,Cyg
191.03,1.4863,193,21,66.3662,0.0029,0.7086217,0.000009,3.035907,0.000039,0.01386,-,0.615,-,1.4,0.016,1839,-,2,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.19,1.22,0.71,0.644,1.587,-2.33,-0.19,-1.19,0.28,0.89,0,0.29,0,0,0,0,tran,2011,KOI-191,Cyg
191.04,5.3874,244,9.6,77.73,0.015,19.3245,0.0013,29.5,7.9,0.0148,0.0037,0.006,0.027,1.5,0.142,617,-,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,38.65,0.644,1.587,-1.9,0.69,-0.17,0.33,0.61,0.12,0.32,0,0,0,0,tran,2011,KOI-191,Cyg
192.01,4.2999,9274,511,70.02102,0.0003,10.291006,0.000018,19.951591,0.000035,0.09,0.021,0.0001,-,9.9,0.095,855,0.000014,2,1,,Hot,Jovian,gas,metals-rich,non-habitable,0.72,2.7,10.29,0.874,2.108,-2.26,7.9,0.01,0.11,0.18,0.01,0.09,0,0,0,0,tran,2011,KOI-192,Cyg
193.01,5.0147,19422,667,90.34941,0.00029,37.590346,0.00007,74.98,0.12,0.12875,0.00016,0.0017,-,14.2,0.226,548,0.000011,2,,1,Hot,Jovian,gas,metals-rich,non-habitable,0.67,3.07,37.59,0.825,1.996,-2.03,11.03,0.76,0.08,0.13,0.08,0.11,0,0,0,0,tran,2011,KOI-193,Cyg
195.01,2.1873,13626,494,66.631,0.00019,3.2175236,0.0000035,11.28,0.91,0.1144,0.0019,0.57,0.28,11.9,0.043,1165,0.000012,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.86,3.22,0.717,1.753,-2.3,9.18,-0.15,0.1,0.16,0,0.08,0,0,0,0,tran,2011,KOI-195,Cyg
196.01,2.2855,9994,1009,70.18042,0.00009,1.8555565,0.000001,5.87,0.27,0.09728,0.00088,0.51,0.22,10,0.03,1377,0.000021,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.62,1.86,0.658,1.62,-2.31,7.34,-0.37,0.11,0.19,0,0.09,0,0,0,1,tran,2011,KOI-196,Cyg
197.01,4.2447,9974,593,66.83869,0.00027,17.276276,0.000027,36.447,0.065,0.09147,0.00012,0.0002,-,10.3,0.128,615,0.000026,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.37,17.28,0.434,1.104,-1.94,5.63,0.22,0.14,0.24,0.08,0.16,0,0,0,0,tran,2011,KOI-197,Lyr
199.01,3.4738,9788,847,70.48111,0.00015,3.2686931,0.0000029,7.899543,0.000007,0.093,0.017,0.0001,-,8.7,0.044,1216,0.000022,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.79,3.27,0.982,2.349,-2.37,8.62,-0.28,0.1,0.17,0,0.08,0,0,0,0,tran,2011,KOI-199,Cyg
200.01,2.8848,7827,542,67.34424,0.0002,7.3407361,0.0000086,21.103,0.04,0.08279,0.00012,-,-,6.9,0.075,810,0.000028,2,,,Hot,Jovian,gas,metals-rich,non-habitable,1.78,3.97,7.34,0.718,1.751,-2.25,5.66,0.8,0.14,0.2,0.01,0.1,0,0,0,1,tran,2011,KOI-200,Cyg
201.01,2.8358,5581,777,70.5598,0.0003,4.2253865,0.0000072,12.387,0.032,0.07155,0.00014,0.0103,-,7.8,0.052,1064,-,3,,,Hot,Jovian,gas,metals-rich,non-habitable,0.72,2.69,4.23,0.815,2.023,-2.26,7.82,-0.2,0.11,0.18,0,0.09,0,0,0,0,tran,2011,KOI-201,Lyr
202.01,1.9597,9499,1056,66.02029,0.00008,1.7208618,0.0000008,5.27,0.12,0.10151,0.00047,0.74,0.12,11.5,0.029,1559,0.000013,2,1,,Hot,Jovian,gas,metals-rich,non-habitable,2.14,4.95,1.72,0.855,2.069,-2.36,7.63,0.65,0.11,0.16,0,0.08,0,0,0,1,tran,2011,KOI-202,Lyr
203.01,2.2791,19438,500,65.79282,0.00014,1.4857106,0.0000012,5.682,0.014,0.13028,0.00024,-,-,13.8,0.026,1518,0.000016,2,NoObs,,Hot,Jovian,gas,hydrogen-rich,non-habitable,3.6,7.28,1.49,0.789,1.936,-2.33,10.81,1.77,0.08,0.13,0,0.06,0,0,0,1,tran,2011,KOI-203,Cyg
204.01,3.0172,6631,430,66.37805,0.0003,3.2467374,0.0000053,8.855,0.021,0.07562,0.00014,-,0.01,7.9,0.043,1098,0.000064,2,,1,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.35,3.25,0.587,1.464,-2.25,5.46,-0.37,0.14,0.25,0.01,0.12,0,0,0,1,tran,2011,KOI-204,Cyg
205.01,3.0463,9293,554,75.17334,0.00022,11.720115,0.000015,30.4,3,0.0918,0.002,0.46,0.33,8.3,0.099,647,0.000034,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.42,11.72,0.48,1.211,-2.06,5.96,0.09,0.14,0.23,0.04,0.13,0,0,0,0,tran,2011,KOI-205,Cyg
206.01,6.2693,4617,464,64.98094,0.00042,5.334076,0.000013,6.941,0.011,0.06342,0.00009,0.0016,-,8,0.062,1102,-,2,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,14.97,10.84,5.33,0.926,2.249,-2.31,4.45,4.42,0.13,0.23,0,0.11,0,0,0,1,tran,2011,KOI-206,Cyg
208.01,3.2881,8559,99,67.711,0.0011,3.00385,0.000019,7.443,0.071,0.08887,0.00066,0.0003,-,8.5,0.042,1229,0.000056,3,,1,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.82,3,0.862,2.078,-2.35,8.86,-0.24,0.1,0.16,0,0.08,0,0,0,0,tran,2011,KOI-208,Cyg
209.01,10.8828,5394,209,68.6335,0.0011,50.78974,0.00031,38.12,0.12,0.06873,0.00021,0.031,0.02,7.6,0.278,522,0.000012,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.55,50.79,1.031,2.463,-2.04,6.81,0.34,0.12,0.21,0.08,0.14,0,0,0,0,tran,2011,KOI-209,Cyg
209.02,7.1448,2166,147,78.8225,0.0031,18.79567,0.00034,21.0514,0.003,0.044,0.04,0,0.014,4.9,0.143,728,0.000016,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.16,18.8,1.031,2.463,-2.23,4.33,-0.25,0.17,0.3,0.02,0.15,0,0,0,0,tran,2011,KOI-209,Cyg
211.01,4.8294,7210,91,69.0141,0.001,372.1084,0.0015,639.12,0.68,0.081,0.096,0.023,0.039,9.6,1.048,273,-,3,,1,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.64,124,0.961,2.309,-1.67,7.5,0.8,0.11,0.19,0.26,0.22,0,0,0,0,tran,2011,KOI-211,Cyg
212.01,3.592,4757,250,72.23136,0.00055,5.69584,0.000048,12.88171,0.00011,0.064,0.014,0.0002,-,6.5,0.064,977,0.000053,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.79,2.25,5.7,0.704,1.724,-2.26,4.88,-0.34,0.16,0.27,0.01,0.13,0,0,0,0,tran,2011,KOI-212,Cyg
214.01,1.4852,5359,324,64.74221,0.00022,3.3118618,0.0000042,9.4,2.8,0.1106,0.0035,0.93,0.28,12.1,0.044,1119,0.000022,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.35,3.31,0.628,1.564,-2.26,5.46,-0.39,0.14,0.25,0,0.12,0,0,0,0,tran,2011,KOI-214,Cyg
216.01,3.6988,4986,146,74.2081,0.00097,20.17213,0.00013,52.37,0.4,0.06487,0.00038,0.0005,-,8.2,0.145,635,0.000083,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.8,2.21,20.17,0.488,1.232,-1.95,4.63,0.08,0.17,0.28,0.08,0.18,0,0,0,0,tran,2011,KOI-216,Cyg
217.01,2.8377,20621,818,66.41389,0.00019,3.9050889,0.0000051,11.892,0.017,0.13352,0.00014,0.0004,-,10.4,0.048,935,0.00002,2,,1,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.86,3.91,0.581,1.439,-2.25,9.18,-0.01,0.1,0.16,0.01,0.08,0,0,0,1,tran,2011,KOI-217,Cyg
219.01,5.3499,2948,228,65.46923,0.00078,8.025085,0.000037,12.067,0.042,0.0505,0.00015,0.0012,-,3.8,0.077,710,0.0001,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.05,8.03,0.581,1.44,-2.18,3.69,-0.34,0.19,0.33,0.02,0.16,0,0,0,0,tran,2011,KOI-219,Cyg
