P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
1332.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,19.31,0.832,2.055,-2.12,1.85,-0.45,0.26,0.49,0.03,0.23,0,0,0,0,tran,2011
1332.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,6.1,0.832,2.055,-2.25,0.11,-0.82,0.29,0.75,0.01,0.28,0,0,0,0,tran,2011
1332.03,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.15,1.82,56.63,0.832,2.055,-1.88,1.45,-0.14,0.3,0.52,0.13,0.3,0,0,0,0,tran,2011
1335.01,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.53,127.83,1.471,3.544,-1.91,6.69,0.47,0.13,0.21,0.13,0.17,0,0,0,0,tran,2011
1336.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,3.48,3.12,10.22,0.895,2.17,-2.26,0.29,0.26,0.3,0.53,0.01,0.23,0,0,0,1,tran,2011
1336.02,Hot,Neptunian,rocky-water,metals-rich,non-habitable,4.86,3.77,15.57,0.895,2.17,-2.21,0.14,0.85,0.3,0.51,0.02,0.23,0,0,0,1,tran,2011
1336.03,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,40.1,0.895,2.17,-2.04,1.16,-0.23,0.3,0.54,0.07,0.27,0,0,0,0,tran,2011
1336.04,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.54,4.46,0.895,2.17,-2.32,0.15,-0.87,0.29,0.74,0,0.27,0,0,0,0,tran,2011
1337.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.11,1.12,1.92,0.453,1.148,-2.22,-0.25,-1.1,0.29,0.94,0,0.29,0,0,0,0,tran,2011
1338.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,3.22,0.748,1.833,-2.3,-0.02,-0.96,0.29,0.8,0,0.28,0,0,0,0,tran,2011
1338.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,42.04,0.748,1.833,-1.95,0.1,-0.46,0.33,0.76,0.1,0.34,0,0,0,0,tran,2011
1338.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.17,1.19,21.01,0.748,1.833,-2.11,-0.21,-0.84,0.31,0.9,0.04,0.32,0,0,0,0,tran,2011
1339.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,4.17,0.707,1.753,-2.26,0.11,-0.86,0.29,0.75,0.01,0.28,0,0,0,0,tran,2011
1341.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,4.51,0.898,2.17,-2.33,0.11,-0.89,0.29,0.75,0,0.27,0,0,0,0,tran,2011
1342.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,8.18,0.95,2.283,-2.3,0.54,-0.66,0.29,0.64,0.01,0.25,0,0,0,0,tran,2011
1344.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.09,1.09,4.49,0.77,1.871,-2.3,-0.27,-1.1,0.28,0.95,0.01,0.3,0,0,0,0,tran,2011
1347.01,Hot,Jovian,gas,metals-rich,non-habitable,0.66,3.13,14.41,0.564,1.413,-2.07,11.65,0.61,0.08,0.13,0.04,0.08,0,0,0,0,tran,2011
1353.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.63,3.43,125.87,1.417,3.411,-1.9,14.8,1.26,0.06,0.1,0.14,0.12,0,0,0,0,tran,2011
1353.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,34.54,1.417,3.411,-2.2,2.61,-0.44,0.23,0.42,0.03,0.2,0,0,0,0,tran,2011
1355.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.08,51.93,0.63,1.55,-1.78,3.86,0.16,0.19,0.32,0.19,0.25,0,0,0,0,tran,2011
1356.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.74,2.59,384.03,0.776,1.897,-0.56,7.09,1.39,0.12,0.2,0.98,0.43,0,0,0,0,tran,2011
1357.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.19,1.83,3.01,0.565,1.438,-2.2,1.38,-0.66,0.27,0.52,0.01,0.22,0,0,0,0,tran,2011
1358.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,5.64,0.334,0.866,-2.04,0.5,-0.46,0.32,0.65,0.03,0.27,0,0,0,0,tran,2011
1358.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.47,8.74,0.334,0.866,-1.97,0.05,-0.58,0.33,0.78,0.06,0.32,0,0,0,0,tran,2011
1358.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.11,1.12,3.65,0.334,0.866,-2.1,-0.25,-0.97,0.3,0.94,0.02,0.31,0,0,0,0,tran,2011
1358.04,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.08,1.08,2.35,0.334,0.866,-2.14,-0.27,-1.05,0.29,0.96,0.01,0.3,0,0,0,0,tran,2011
1359.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,37.1,0.678,1.67,-1.92,2.33,-0.21,0.25,0.44,0.11,0.26,0,0,0,0,tran,2011
1359.02,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.37,104.82,0.678,1.67,-1.47,5.63,0.68,0.15,0.24,0.39,0.31,0,0,0,0,tran,2011
1360.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,36.77,0.423,1.07,-1.68,0.91,0.05,0.34,0.57,0.24,0.38,0,0,0,0,tran,2011
1360.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,14.59,0.423,1.07,-1.97,0.62,-0.29,0.32,0.62,0.07,0.29,0,0,0,0,tran,2011
1360.03,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.78,0.78,0.76,0.423,1.07,-2.26,-0.39,-1.35,0.27,0.88,0,0.29,0,0,0,0,tran,2011
1361.01,Warm,Superterran,rocky-water,metals-rich,mesoplanet,1.44,1.71,59.88,0.204,0.545,-0.74,0.45,0.33,0.52,0.66,0.98,0.76,0,1,0,0,tran,2011
1362.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,20.51,0.476,1.205,-1.91,1.16,-0.15,0.31,0.54,0.1,0.29,0,0,0,0,tran,2011
1363.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.73,3.55,0.716,1.746,-2.3,0.48,-0.75,0.29,0.65,0,0.25,0,0,0,0,tran,2011
1363.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.58,5.7,0.716,1.746,-2.27,0.2,-0.76,0.29,0.72,0.01,0.27,0,0,0,0,tran,2011
1364.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,20.83,0.595,1.483,-2.02,1.68,-0.33,0.27,0.5,0.06,0.25,0,0,0,0,tran,2011
1364.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,7.06,0.595,1.483,-2.19,1.16,-0.5,0.28,0.54,0.02,0.23,0,0,0,0,tran,2011
1364.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,11.98,0.595,1.483,-2.12,0.88,-0.38,0.3,0.57,0.03,0.25,0,0,0,0,tran,2011
1364.04,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.64,3.72,0.595,1.483,-2.24,0.3,-0.76,0.3,0.69,0.01,0.26,0,0,0,0,tran,2011
1364.05,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.44,2.58,0.595,1.483,-2.26,0.02,-0.93,0.29,0.79,0,0.28,0,0,0,0,tran,2011
1366.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,19.25,0.625,1.54,-2.07,0.98,-0.25,0.3,0.56,0.05,0.26,0,0,0,0,tran,2011
1366.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,54.16,0.625,1.54,-1.76,2.03,-0.15,0.27,0.48,0.2,0.32,0,0,0,0,tran,2011
1367.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.29,1.35,0.57,0.415,1.054,-2.26,-0.08,-1.1,0.28,0.83,0,0.28,0,0,0,0,tran,2011
1369.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,3.02,0.789,1.918,-2.33,-0.01,-0.97,0.28,0.8,0,0.28,0,0,0,0,tran,2011
1370.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.63,6.88,0.617,1.519,-2.21,0.29,-0.66,0.3,0.7,0.01,0.27,0,0,0,0,tran,2011
1372.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,69.63,0.754,1.834,-1.78,0.6,-0.1,0.35,0.62,0.2,0.37,0,0,0,0,tran,2011
1375.01,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.31,321.21,0.984,2.376,-1.04,5.2,0.84,0.16,0.26,0.68,0.43,0,0,0,0,tran,2011
1377.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,11.3,0.957,2.3,-2.27,0.25,-0.7,0.29,0.71,0.01,0.27,0,0,0,0,tran,2011
1378.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.17,1.18,19.3,0.534,1.344,-2,-0.21,-0.79,0.32,0.91,0.07,0.34,0,0,0,0,tran,2011
1379.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.13,1.14,5.62,0.687,1.68,-2.26,-0.24,-1.03,0.29,0.93,0.01,0.3,0,0,0,0,tran,2011
1385.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.49,5.57,18.61,0.803,1.945,-2.16,65.46,2.32,0.02,0.03,0.03,0.03,0,0,0,0,tran,2011
1387.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.52,4.94,23.8,0.751,1.833,-2.09,42.89,2.05,0.02,0.04,0.05,0.05,0,0,0,0,tran,2011
1391.01,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.55,7.98,0.873,2.103,-2.29,6.85,-0.15,0.12,0.2,0.01,0.1,0,0,0,0,tran,2011
1393.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,1.69,0.227,0.606,-2.08,0.69,-0.57,0.31,0.61,0.01,0.25,0,0,0,0,tran,2011
1395.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,6.23,0.5,1.25,-2.16,2.03,-0.57,0.25,0.48,0.02,0.21,0,0,0,0,tran,2011
1396.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,6.63,0.687,1.68,-2.24,1.16,-0.54,0.28,0.54,0.01,0.23,0,0,0,0,tran,2011
1396.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.56,3.7,0.687,1.68,-2.29,0.18,-0.83,0.29,0.73,0.01,0.27,0,0,0,0,tran,2011
1397.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,6.25,0.371,0.989,-2.01,2.33,-0.44,0.24,0.44,0.03,0.21,0,0,0,0,tran,2011
1398.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,5.82,0.634,1.574,-2.21,2.14,-0.62,0.24,0.47,0.01,0.21,0,0,0,0,tran,2011
1399.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,8.75,0.373,0.96,-2.01,0.79,-0.31,0.31,0.59,0.05,0.27,0,0,0,0,tran,2011
1402.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,7.14,0.732,1.782,-2.25,0.64,-0.59,0.29,0.62,0.01,0.25,0,0,0,0,tran,2011
1403.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,18.75,0.205,0.546,-1.53,0.11,-0.23,0.39,0.75,0.33,0.5,0,0,0,0,tran,2011
1404.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.16,1.17,13.32,0.153,0.411,-1.76,-0.22,-0.69,0.34,0.91,0.15,0.4,0,0,0,0,tran,2011
1405.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.84,11.42,0.855,2.064,-2.25,0.76,-0.51,0.29,0.59,0.02,0.25,0,0,0,0,tran,2011
1406.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,11.36,0.886,2.133,-2.26,1.51,-0.54,0.27,0.51,0.01,0.22,0,0,0,0,tran,2011
1407.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.78,0.78,1.39,0.611,1.508,-2.31,-0.39,-1.34,0.27,0.88,0,0.29,0,0,0,0,tran,2011
1408.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.27,1.31,14.53,0.221,0.588,-1.67,-0.11,-0.5,0.36,0.85,0.22,0.44,0,0,0,0,tran,2011
1409.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,16.56,0.822,2.006,-2.18,2.61,-0.44,0.23,0.42,0.03,0.2,0,0,0,0,tran,2011
1410.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,15.75,0.851,2.055,-2.2,0.91,-0.41,0.29,0.57,0.02,0.24,0,0,0,0,tran,2011
1412.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.89,37.81,0.92,2.219,-2.07,0.89,-0.24,0.31,0.57,0.06,0.27,0,0,0,0,tran,2011
1413.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.34,1.43,12.64,0.674,1.666,-2.15,0.01,-0.72,0.31,0.79,0.03,0.3,0,0,0,0,tran,2011
1413.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.3,1.36,21.53,0.674,1.666,-2.07,-0.07,-0.69,0.31,0.83,0.05,0.32,0,0,0,0,tran,2011
1413.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.55,33.88,0.674,1.666,-1.96,0.17,-0.44,0.33,0.74,0.09,0.33,0,0,0,0,tran,2011
1420.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.86,1.96,13.35,0.396,1.023,-1.94,3.25,-0.14,0.21,0.36,0.08,0.21,0,0,0,0,tran,2011
1421.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.73,2.62,485,0.737,1.804,-0.15,7.34,1.6,0.12,0.19,0.81,0.41,0,0,0,0,tran,2011
1422.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.34,1.43,5.84,0.111,0.302,-1.68,0.01,-0.41,0.37,0.79,0.2,0.42,0,0,0,0,tran,2011
1422.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.31,1.38,19.85,0.111,0.302,-1.07,-0.05,-0.17,0.48,0.82,0.73,0.77,0,0,0,0,tran,2011
1422.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.01,1.01,3.62,0.111,0.302,-1.81,-0.31,-0.87,0.33,1,0.11,0.37,0,0,0,0,tran,2011
1423.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.08,124.42,0.544,1.352,-1.18,3.86,0.54,0.2,0.32,0.6,0.44,0,0,0,0,tran,2011
1424.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,1.22,0.342,0.88,-2.2,-0.03,-0.95,0.29,0.81,0,0.28,0,0,0,0,tran,2011
1425.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.82,2.05,0.683,1.672,-2.32,0.7,-0.78,0.28,0.6,0,0.24,0,0,0,0,tran,2011
1426.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,38.87,0.868,2.099,-2.04,2.03,-0.34,0.26,0.48,0.07,0.25,0,0,0,0,tran,2011
1426.02,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.42,74.92,0.868,2.099,-1.83,5.96,0.45,0.14,0.23,0.17,0.2,0,0,0,0,tran,2011
1426.03,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.65,3.29,150.03,0.868,2.099,-1.49,13.23,1.59,0.07,0.11,0.38,0.23,0,0,0,0,tran,2011
1427.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.14,1.15,2.61,0.184,0.494,-2,-0.23,-0.89,0.31,0.93,0.03,0.31,0,0,0,0,tran,2011
1428.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.32,1.39,0.93,0.377,0.966,-2.22,-0.04,-1,0.29,0.81,0,0.28,0,0,0,0,tran,2011
1429.01,Warm,Neptunian,gas,metals-rich,non-habitable,0.84,2.01,205.92,0.658,1.614,-0.96,3.51,0.56,0.21,0.34,0.75,0.5,0,0,0,0,tran,2011
1430.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,10.48,0.323,0.836,-1.94,0.63,-0.28,0.33,0.62,0.08,0.29,0,0,0,0,tran,2011
1430.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.91,22.93,0.323,0.836,-1.72,0.96,0.03,0.34,0.56,0.2,0.35,0,0,0,0,tran,2011
1430.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.9,77.48,0.323,0.836,-1.05,0.93,0.41,0.41,0.56,0.72,0.63,0,0,0,0,tran,2011
1431.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.75,2.51,345.16,0.723,1.786,-0.51,6.57,1.33,0.13,0.21,0.97,0.44,0,0,0,0,tran,2011
1432.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,6.89,0.698,1.705,-2.24,0.32,-0.68,0.3,0.69,0.01,0.27,0,0,0,0,tran,2011
1432.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.46,15.05,0.698,1.705,-2.15,0.04,-0.67,0.31,0.78,0.03,0.3,0,0,0,0,tran,2011
1432.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.16,1.17,2.93,0.698,1.705,-2.31,-0.22,-1.08,0.28,0.91,0,0.29,0,0,0,0,tran,2011
1432.04,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,38.28,0.698,1.705,-1.94,0.07,-0.48,0.33,0.77,0.11,0.35,0,0,0,0,tran,2011
1433.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,19.81,0.646,1.586,-2.07,0.6,-0.36,0.31,0.62,0.05,0.28,0,0,0,0,tran,2011
1434.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.01,1.01,2.34,0.347,0.894,-2.16,-0.31,-1.11,0.29,1,0.01,0.3,0,0,0,0,tran,2011
1435.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,40.72,0.744,1.811,-1.96,0.65,-0.21,0.33,0.61,0.1,0.31,0,0,0,0,tran,2011
1435.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,10.45,0.744,1.811,-2.22,0.55,-0.55,0.3,0.63,0.02,0.26,0,0,0,0,tran,2011
1436.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.29,1.35,2.51,0.682,1.673,-2.3,-0.08,-1,0.28,0.83,0,0.28,0,0,0,0,tran,2011
1436.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,13.75,0.682,1.673,-2.15,0.32,-0.55,0.31,0.69,0.03,0.28,0,0,0,0,tran,2011
1436.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,5.42,0.682,1.673,-2.26,-0.01,-0.86,0.29,0.8,0.01,0.28,0,0,0,0,tran,2011
1437.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.59,7.02,0.818,1.983,-2.28,0.23,-0.75,0.29,0.72,0.01,0.27,0,0,0,0,tran,2011
1438.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.34,6.91,0.769,1.88,-2.26,-0.08,-0.9,0.29,0.83,0.01,0.29,0,0,0,0,tran,2011
1439.01,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.44,394.61,1.296,3.162,-1.18,6.04,0.92,0.14,0.23,0.59,0.38,0,0,0,0,tran,2011
1440.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.5,7.19,0.846,2.042,-2.29,0.09,-0.81,0.29,0.76,0.01,0.28,0,0,0,0,tran,2011
1441.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.54,8.51,0.741,1.818,-2.23,0.14,-0.74,0.3,0.74,0.01,0.28,0,0,0,0,tran,2011
1442.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.19,1.21,0.67,0.68,1.692,-2.31,-0.19,-1.2,0.28,0.9,0,0.29,0,0,0,0,tran,2011
1444.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,44.93,1.231,2.95,-2.13,2.33,-0.38,0.24,0.44,0.05,0.22,0,0,0,0,tran,2011
1445.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.22,1.25,7.17,1.031,2.489,-2.31,-0.16,-0.99,0.28,0.88,0.01,0.29,0,0,0,0,tran,2011
1445.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.1,1.11,54.34,1.031,2.489,-2,-0.26,-0.81,0.31,0.94,0.09,0.35,0,0,0,0,tran,2011
1445.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.92,0.92,20.02,1.031,2.489,-2.2,-0.35,-1.09,0.29,0.96,0.02,0.31,0,0,0,0,tran,2011
1452.01,Hot,Jovian,gas,metals-rich,non-habitable,0.6,3.73,1.15,1.988,4.648,-2.48,18.55,-0.34,0.05,0.08,0,0.04,0,0,0,0,tran,2011
1456.01,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.62,7.89,0.86,2.129,-2.23,7.34,-0.09,0.12,0.19,0.01,0.1,0,0,0,0,tran,2011
1457.01,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.39,8.03,0.533,1.333,-2.14,5.71,-0.06,0.14,0.24,0.02,0.12,0,0,0,0,tran,2011
1458.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.91,8.98,0.454,1.116,-2.12,2.98,-0.32,0.21,0.38,0.04,0.19,0,0,0,0,tran,2011
1459.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.87,0.69,0.166,0.447,-2.09,2.78,-0.61,0.22,0.4,0.01,0.18,0,0,0,0,tran,2011
1463.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.65,3.25,580,0.882,2.143,-0.21,12.89,2.37,0.07,0.12,0.85,0.37,0,0,1,0,tran,2011
1465.01,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.46,9.77,0.667,1.636,-2.19,6.2,-0.05,0.13,0.22,0.02,0.12,0,0,0,0,tran,2011
1466.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.73,2.61,281.56,0.361,0.928,0.35,7.26,1.83,0.12,0.19,0.56,0.35,0,0,0,0,tran,2011
1470.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,15.43,0.569,1.405,-2.07,2.33,-0.36,0.24,0.44,0.05,0.22,0,0,0,0,tran,2011
1472.01,Hot,Jovian,gas,metals-rich,non-habitable,0.8,2.21,85.35,0.596,1.474,-1.51,4.63,0.49,0.17,0.28,0.36,0.32,0,0,0,0,tran,2011
1473.01,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.34,23.02,0.591,1.478,-1.98,5.38,0.17,0.15,0.25,0.08,0.16,0,0,0,0,tran,2011
1474.01,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.61,69.73,1.212,2.914,-2,7.26,0.44,0.12,0.19,0.09,0.14,0,0,0,0,tran,2011
1475.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.47,1.61,0.22,0.586,-2.08,0.05,-0.78,0.31,0.78,0.01,0.28,0,0,0,0,tran,2011
1475.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.67,9.51,0.22,0.586,-1.81,0.37,-0.28,0.35,0.68,0.13,0.34,0,0,0,0,tran,2011
1475.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.12,1.13,4.73,0.24,0.634,-1.99,-0.25,-0.88,0.31,0.93,0.05,0.32,0,0,0,0,tran,2011
1476.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.86,1.93,56.36,0.561,1.4,-1.69,3.07,0.09,0.22,0.38,0.24,0.31,0,0,0,0,tran,2011
1477.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.74,2.59,339.08,0.54,1.344,-0.06,7.09,1.61,0.12,0.2,0.75,0.41,0,0,0,0,tran,2011
1478.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.09,76.13,0.674,1.676,-1.66,3.91,0.26,0.19,0.32,0.26,0.29,0,0,0,0,tran,2011
1480.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,20.38,0.42,1.065,-1.88,1.16,-0.13,0.31,0.54,0.12,0.3,0,0,0,0,tran,2011
1480.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.09,1.09,7,0.42,1.065,-2.1,-0.27,-0.95,0.3,0.95,0.03,0.31,0,0,0,0,tran,2011
1481.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,5.1,0.707,1.749,-2.24,2.03,-0.68,0.24,0.48,0.01,0.21,0,0,0,0,tran,2011
1484.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.73,3.47,0.417,1.076,-2.14,0.48,-0.62,0.3,0.65,0.01,0.26,0,0,0,0,tran,2011
1486.01,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.65,127.28,0.727,1.773,-1.44,7.58,0.99,0.11,0.19,0.41,0.29,0,0,0,0,tran,2011
1486.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,30.18,0.727,1.773,-2.03,1.33,-0.25,0.29,0.53,0.07,0.26,0,0,0,0,tran,2011
1488.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,3.95,0.447,1.134,-2.17,0.5,-0.62,0.3,0.65,0.01,0.26,0,0,0,0,tran,2011
1489.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,16,0.442,1.12,-1.97,0.44,-0.34,0.33,0.66,0.08,0.3,0,0,0,0,tran,2011
1491.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,3.15,0.61,1.548,-2.21,0.92,-0.63,0.29,0.56,0.01,0.23,0,0,0,0,tran,2011
1494.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,8.2,0.382,0.993,-2.01,0.69,-0.36,0.32,0.61,0.04,0.27,0,0,0,0,tran,2011
1495.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,15.59,0.712,1.741,-2.15,1.33,-0.39,0.28,0.53,0.03,0.24,0,0,0,0,tran,2011
1496.01,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.8,36.13,0.703,1.736,-1.94,8.7,0.63,0.1,0.17,0.1,0.13,0,0,0,0,tran,2011
1498.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,5.83,0.769,1.869,-2.28,0.55,-0.67,0.29,0.63,0.01,0.25,0,0,0,0,tran,2011
1498.02,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.26,1.3,2.42,0.769,1.869,-2.33,-0.12,-1.05,0.28,0.85,0,0.29,0,0,0,0,tran,2011
